Text,Media,GPE
Home sales in the United States declined for the 10th month in a row in November as surging mortgage rates topped 7% and stubbornly high prices kept buyers out of the market,CNN,USA
"Before the violent attack on her husband in late October, the security of Nancy Pelosi’s California home had not been assessed by United States Capitol Police since 2018, Police Chief Thomas Manger told CNN’s Pamela Brown in an exclusive interview",CNN,USA
"EXCLUSIVE: The Biden administration has launched an expansive task force to investigate how US and western components are ending up in Iranian-made drones Russia is launching into Ukraine, multiple officials familiar with the effort tell CNN",CNN,USA
"As a Trump-era migration policy remains in limbo, so are the lives of thousands of migrants waiting across the United States border",CNN,USA
"Custom diets are the next frontier in nutrition science – and artificial intelligence will play a key role in figuring out what each of us should, and shouldn’t, be eating.",CNN,USA
"When winter storms force us to brace for freezing rain, wind, sleet and snow, lives can be in danger. But there are steps you can take to keep yourself and others safe when extreme cold strikes.",CNN,USA
The major winter storm crossing the nation is causing dramatic declines in temperatures across the central US as arctic air pushes south and east,CNN,USA
Zelensky took the opportunity in his speech to thank the US for assisting Ukraine in the war against Russia,CNN,USA
"Influenza is continuing its early and severe rampage through the United States, but there’s some hopeful news for flu seasons of the future",CNN,USA
"Russia’s foreign ministry condemned what it called the “monstrous crimes” of the “regime in Kyiv,” after US President Joe Biden promised more military support to Ukraine during Zelensky’s summit at the White House",CNN,USA
"Two suspended Washington, DC, officers have been found guilty on charges related to the death of a 20-year-old man during a 2020 police pursuit, the US Attorney’s Office for the District of Columbia said in a news release Wednesday",CNN,USA
"A major winter storm blasting much of the central and eastern US is bringing record-breaking temperature drops and harsh snowy conditions that have resulted in flight cancellations, highway closures and several state emergency declarations",CNN,USA
"Life expectancy in the United States dropped for the second consecutive year in 2021, falling to the lowest it has been since 1996, according to the CDC",CNN,USA
"Hillary Clinton called Ukrainian President Volodymyr Zelensky’s address to Congress “extraordinary,” saying the country’s fight against Russian aggression has “proven that they are a really good investment for the United States”",CNN,USA
Here are 5⃣ things you need to know today 👇 1⃣ Temperatures plunge across the US 2⃣ President Zelensky addresses Congress 3⃣ Jan. 6 panel's report 4⃣ Sam Bankman-Fried extradition 5⃣ Covid-19,CNN,USA
"Life expectancy in the United States dropped for the second consecutive year in 2021, falling to the lowest it has been since 1996, according to the CDC",CNN,USA
"A major winter storm blasting much of the central and eastern US is bringing record-breaking temperature drops and harsh snowy conditions that have resulted in flight cancellations, highway closures and several state emergency declarations",CNN,USA
More than 100 million people across the US are under winter weather and wind chill alerts as a major winter storm is expected to bring what the National Weather Service is calling a “once in a generation type event.” Follow live updates:,CNN,USA
CNN’s talks to Hillary Clinton about Ukrainian President Volodymyr Zelensky’s address to US Congress. Watch:,CNN,USA
"""This is Vladimir Putin’s worst nightmare"": CNN’s reacts to Ukrainian President Volodymyr Zelensky’s speech to the US Congress where he was received with enthusiastic applause. Watch:",CNN,USA
"More than 1,000 flights have been cancelled across the United States, according to the flight tracking site FlightAware, as severe winter weather threatens holiday travel.",CNN,USA
"Seasonal flu activity remains high in the United States, but continues to slow in most parts of the country, according to data from the US Centers for Disease Control and Prevention.",CNN,USA
"President Biden signed the National Defense Authorization Act into law, a massive defense spending bill with provisions that will give service members a pay raise, fund support for Ukraine and Taiwan, and rescind the US military's Covid-19 vaccine mandate.",CNN,USA
Thousands of flights have been canceled as a massive winter storm slams large swaths of the US and disrupts holiday travel. Read more:,CNN,USA
The US economy grew at an annual pace of 3.2% between July and September,CNN,USA
Both UPS and FedEx are warning that the winter storm hitting large swaths of the United States is disrupting operations in the final delivery days before Christmas,CNN,USA
"Transportation Secretary Pete Buttigieg joins ""CNN This Morning"" to discuss his top concern about the winter storm sweeping across the US. Watch here:",CNN,USA
"The commander of the Washington, DC, National Guard “strongly” considered deploying troops to the US Capitol on the afternoon of January 6, 2021, without approval from his superiors, according to the final report from the House January 6 select committee",CNN,USA
"Winter weather continues to disrupt holiday travel across the United States on Friday, leaving travelers facing delays and cancellations during one of the busiest times of the year",CNN,USA
The massive winter storm battering the US with plunging temperatures coast-to-coast has left thousands without power and prompted more than a dozen governors to create emergency response plans ahead of Christmas weekend,CNN,USA
"More than half the US population is under winter storm and wind chill alerts as a major storm slams multiple parts of the country, with cold temperatures reaching as far south as the US-Mexico border. Follow live updates:",CNN,USA
“It was time for us to decompress because we were disappointed that we could not find him. And then God opened up the heavens to us and almost took him and put him right in our hands.”,CNN,USA
Children of US service members stationed overseas spoke with about being away from their parents during the holidays. Watch here:,CNN,USA
A nearly weeklong winter storm blasting much of the US has plunged temperatures to life-threatening lows,CNN,USA
"A nearly weeklong winter storm blasting much of the US has plunged temperatures to life-threatening lows, brought blizzards and floods, and left more than a quarter million people without power on Christmas Day.",CNN,USA
Former US Ambassador to Ukraine William Taylor tells CNN's why he thinks Russian President Vladimir Putin is now offering to negotiate in his war against Ukraine. Watch here:,CNN,USA
"From the McRib to the Choco Taco, here's a look back at six culinary creations that left us in 2022",CNN,USA
"More than 2,000 flights within, into or out of the US had already been canceled by noon ET Monday, according to flight tracking website FlightAware, while more than 4,000 flights had been delayed",CNN,USA
"At least 25 people have died in Erie County, New York, as a result of a massive winter storm that blasted much of the US in recent days, county officials say",CNN,USA
"The US Military Academy will begin removing Confederate monuments from its campus, including a portrait of Robert E. Lee that shows him wearing a Confederate uniform",CNN,USA
"“The Electoral College now – which has given us five popular-vote losers as president in our history, twice in this century alone – has become a danger, not just to democracy, but to the American people,” Rep. Jamie Raskin said in an interview",CNN,USA
"Heavy coastal rain and mountain snow from a potent atmospheric river are falling across the western United States, with more to come later this week.",CNN,USA
"On both sides of the border, shelters are overwhelmed with people who’ve made the long and treacherous journey to flee poverty and violence in their home countries and seek asylum in the US. Their numbers are only expected to grow.",CNN,USA
Air travelers in the US hoping for clear skies following a disastrous week of flight cancellations and delays will have to extend their patience a few more days -- particularly if they're flying with Southwest Airlines.,CNN,USA
"From Russia’s war in Ukraine, to the Queen’s death, to the first Black woman being seated on the US Supreme Court -- these were some of the biggest and most remarkable stories of the year. Explore our special feature “2022: The Year in Pictures” here:",CNN,USA
The death toll from last week's massive winter storm continues to rise as freezing temperatures still impact parts of the US. Follow here for live news updates 👇,CNN,USA
There is growing concern among infectious disease and public health experts that the US could face even more respiratory infections in January.,CNN,USA
"More than 90% of Tuesday’s US flight cancellations are Southwest, according to flight tracking website FlightAware. So what gives?",CNN,USA
"Hackers stole data belonging to multiple electric utilities in an October ransomware attack on a US government contractor that handles critical infrastructure projects across the country, according to a memo describing the hack.",CNN,USA
Air travelers hoping for clear skies on Tuesday following a disastrous week of weather-related flight cancellations and delays in the US will have to extend their patience a few more days -- particularly if they're flying with Southwest Airlines.,CNN,USA
"From the McRib to the Choco Taco, here's a look back at six culinary creations that left us in 2022",CNN,USA
"Nearly 1.6 million asylum applications are pending in US immigration courts and at US Citizenship and Immigration Services – the largest number of pending asylum cases on record, according to an analysis of federal data",CNN,USA
A perilous and prolonged winter storm that barreled across the nation over the past week brought heavy snow and blizzard conditions to parts of the US. These are the places that received some of the highest snow totals.,CNN,USA
"New transcripts reveal how Donald Trump approached the aftermath of the January 6 insurrection at the US Capitol, including pushing for pardons for those around him. Rep. Adam Schiff (D-CA) weighs in on the details with CNN's . Watch here:",CNN,USA
"The US will require travelers from China to show a negative Covid test result before flying to the country, as Beijing eases restrictions and cases surge",CNN,USA
"TikTok has been banned from electronic devices managed by the US House of Representatives, according to an internal notice sent to House staff",CNN,USA
There is growing concern among infectious disease and public health experts that the US could face even more respiratory infections in January.,CNN,USA
"The US is considering imposing new Covid-19 measures for individuals traveling from China amid concerns over a rise in Covid-19 cases in the country and a “lack of transparent data,” US officials said",CNN,USA
"No major analysts predicted last December that this year would (likely) be the worst for US stocks since 2008, oil prices would shoot from $70 to $130 and then careen back to $70, and that the Fed would announce four straight historic interest rate hikes",CNN,USA
"From the McRib to the Choco Taco, here's a look back at six culinary creations that left us in 2022",CNN,USA
"A strong storm system bringing heavy rain and mountain snow to much of the western United States has left more than 126,000 customers without power as the region braces for more weather woes in the days to come",CNN,USA
"From the McRib to the Choco Taco, here's a look back at six culinary creations that left us in 2022",CNN,USA
There is growing concern among infectious disease and public health experts that the US could face even more respiratory infections in January.,CNN,USA
"A Chinese fighter jet intercepted a US reconnaissance aircraft over the South China Sea last week and performed an ""unsafe maneuver,"" forcing the US aircraft to take evasive action. Watch 's report here:",CNN,USA
US drivers have never seen a year quite like 2022,CNN,USA
Niagara Falls has turned into a winter wonderland in the wake of the massive winter storm that hit the US and Canada.,CNN,USA
"Starting January 1, sesame will join the list of major food allergens defined by law, according to the US Food and Drug Administration",CNN,USA
The final Mega Millions jackpot of the year in the US has reached an estimated $640 million,CNN,USA
A federal appeals court has ruled that three Sikh men should be allowed to go through US Marine Corps recruit training with their turbans and beards intact,CNN,USA
"While countries including the US and Japan move to impose restrictions, others such France and Great Britain have made it clear they are ready to welcome Chinese travelers",CNN,USA
"From the McRib to the Choco Taco, here's a look back at six culinary creations that left us in 2022",CNN,USA
"An Alaska man with congestive heart failure says he missed out on a chance to get a new heart for Christmas when last week’s winter storm battered much of the US, leading to thousands of flight cancellations",CNN,USA
Twelve states across the Western and Central US are under winter weather alerts as of early Thursday morning,CNN,USA
"TikTok has been banned from electronic devices managed by the US House of Representatives, according to an internal notice sent to House staff.",CNN,USA
A federal appeals court has ruled that three Sikh men should be allowed to go through US Marine Corps recruit training with their turbans and beards intact,CNN,USA
"In response to the increased number of migrants crossing the border in El Paso, US Customs and Border Protection is erecting a soft-sided tent facility to increase migrant processing capacity by about 1,000, according to a spokesperson",CNN,USA
"Then-President Donald Trump wanted to trademark the phrase “Rigged Election!” days after the 2020 election, according to emails provided by his son-in-law Jared Kushner to the House committee investigating the January 6, 2021, US Capitol insurrection.",CNN,USA
"Seasonal flu activity remains high in the US, but continued to decline in most areas last week, leading up to Christmas, CDC data shows",CNN,USA
Niagara Falls has turned into a winter wonderland in the wake of the massive winter storm that hit the US and Canada.,CNN,USA
"An Alaska man with congestive heart failure says he missed out on a chance to get a new heart for Christmas when last week’s winter storm battered much of the US, leading to thousands of flight cancellations",CNN,USA
The US Department of Transportation formally warned Southwest Airlines that it will face consequences if it fails to do right by stranded and inconvenienced passengers.,CNN,USA
"Former Trump White House Press Secretary Stephanie Grisham details her final days with Melania Trump, including the former first lady's views about the 2020 election and her behavior during the January 6 insurrection of the US Capitol. Watch here:",CNN,USA
