Text,Media,GPE
"China sent 71 military aircraft to menace self-ruled Taiwan in a large show of force to the Biden administration, signaling that Beijing wants to maintain pressure on Taiwan even as some tensions between the superpowers are easing.",nytimes,Taiwan
